"aca.fav","tea.party","state","race","income","sex","age","education","month","year","polling.org","exp.medicaid"
1,0,"NY","White",NA,"Female","45-64","college graduate","September",2013,"Kaiser",NA
0,1,"GA","White","$75,000+","Male","30-44","postgraduate","September",2013,"Kaiser",NA
1,0,"NJ","Other","$75,000+","Male","45-64","postgraduate","September",2013,"Kaiser",NA
0,1,"FL","White","$40,000-$75,000","Male","45-64","some college","September",2013,"Kaiser",NA
0,1,"PA","White","$20,000-$40,000","Male","65+","high school graduate","September",2013,"Kaiser",NA
1,0,"FL","Other","$40,000-$75,000","Female","65+","college graduate","September",2013,"Kaiser",NA
0,1,"MD","White","$75,000+","Female","65+","college graduate","September",2013,"Kaiser",NA
1,0,"MI","White","$20,000-$40,000","Male","45-64","high school graduate","September",2013,"Kaiser",NA
1,0,"PA","White","$75,000+","Female","45-64","college graduate","September",2013,"Kaiser",NA
1,0,"DC","White","$75,000+","Female","65+","postgraduate","September",2013,"Kaiser",NA
NA,0,"NC","Black","$40,000-$75,000","Female","65+","less than a high school education","September",2013,"Kaiser",NA
0,1,"GA","White","$20,000-$40,000","Female","65+","less than a high school education","September",2013,"Kaiser",NA
NA,0,"NY","Hispanic","$75,000+","Female","45-64","some college","September",2013,"Kaiser",NA
0,NA,"AL","White","less than $20,000","Female","45-64","less than a high school education","September",2013,"Kaiser",NA
1,0,"NM","White",NA,"Female","45-64","postgraduate","September",2013,"Kaiser",NA
0,NA,"LA","White","less than $20,000","Female","65+","less than a high school education","September",2013,"Kaiser",NA
0,0,"AZ","White","less than $20,000","Female","18-29","some college","September",2013,"Kaiser",NA
1,0,"WI","White","$40,000-$75,000","Female","65+","postgraduate","September",2013,"Kaiser",NA
0,0,"KS","White","$40,000-$75,000","Male","45-64","high school graduate","September",2013,"Kaiser",NA
NA,NA,"IL","White","$40,000-$75,000","Male","65+","high school graduate","September",2013,"Kaiser",NA
1,0,"WI","White",NA,"Female","45-64","some college","September",2013,"Kaiser",NA
NA,NA,"AL","Black","$20,000-$40,000","Female","30-44","high school graduate","September",2013,"Kaiser",NA
1,0,"CA","White","$75,000+","Male","65+","postgraduate","September",2013,"Kaiser",NA
1,NA,"OR","Other","$75,000+","Female","45-64","college graduate","September",2013,"Kaiser",NA
NA,1,"LA","Black","$20,000-$40,000","Female","30-44","some college","September",2013,"Kaiser",NA
0,0,"AR","Black","$20,000-$40,000","Female","45-64","some college","September",2013,"Kaiser",NA
0,1,"WA","White",NA,"Male","45-64","high school graduate","September",2013,"Kaiser",NA
1,0,"UT","White","$75,000+","Male","45-64","postgraduate","September",2013,"Kaiser",NA
0,0,"CA","White",NA,"Female","45-64","postgraduate","September",2013,"Kaiser",NA
0,1,"CA","White","less than $20,000","Female","65+","postgraduate","September",2013,"Kaiser",NA
1,0,"OR","White","$75,000+","Female","30-44","college graduate","September",2013,"Kaiser",NA
0,0,"WA","White",NA,"Female","45-64","some college","September",2013,"Kaiser",NA
0,0,"OR","White",NA,"Female","30-44","college graduate","September",2013,"Kaiser",NA
1,0,"CA","White","$75,000+","Male","45-64","college graduate","September",2013,"Kaiser",NA
1,0,"WA","White",NA,"Female","65+","college graduate","September",2013,"Kaiser",NA
0,1,"WA","White","$75,000+","Female","30-44","some college","September",2013,"Kaiser",NA
NA,0,"TN","Black","$20,000-$40,000","Female","45-64","high school graduate","September",2013,"Kaiser",NA
1,0,"MD","Black","$75,000+","Male","45-64","college graduate","September",2013,"Kaiser",NA
0,1,"NY","White","$20,000-$40,000","Female","65+","some college","September",2013,"Kaiser",NA
0,1,"GA","White","less than $20,000","Male","65+","some college","September",2013,"Kaiser",NA
1,0,"NJ","Black","$20,000-$40,000","Female","65+","some college","September",2013,"Kaiser",NA
1,0,"NH","White","$75,000+","Female","45-64","postgraduate","September",2013,"Kaiser",NA
1,0,"TN","White",NA,"Female","65+","college graduate","September",2013,"Kaiser",NA
1,0,"MI","White","$20,000-$40,000","Male","65+","high school graduate","September",2013,"Kaiser",NA
0,0,"VA","White","$40,000-$75,000","Female","45-64","college graduate","September",2013,"Kaiser",NA
NA,NA,"IN","White","less than $20,000","Female","65+","less than a high school education","September",2013,"Kaiser",NA
1,0,"MA","White",NA,"Female","65+","some college","September",2013,"Kaiser",NA
1,0,"VA","Black","less than $20,000","Female","30-44","high school graduate","September",2013,"Kaiser",NA
1,0,"CT","White","less than $20,000","Male","65+","high school graduate","September",2013,"Kaiser",NA
NA,NA,"PA","White",NA,"Female","65+","high school graduate","September",2013,"Kaiser",NA
0,1,"TX","Other","less than $20,000","Male","65+","some college","September",2013,"Kaiser",NA
0,1,"TX","White","less than $20,000","Female","45-64","high school graduate","September",2013,"Kaiser",NA
1,0,"OH","Black","$75,000+","Female","45-64","some college","September",2013,"Kaiser",NA
0,0,"GA","White","$20,000-$40,000","Female","30-44","college graduate","September",2013,"Kaiser",NA
1,0,"PA","White","$75,000+","Male","45-64","postgraduate","September",2013,"Kaiser",NA
1,0,"MO","White","$40,000-$75,000","Male","45-64","postgraduate","September",2013,"Kaiser",NA
NA,0,"IA","White","$20,000-$40,000","Female","65+","high school graduate","September",2013,"Kaiser",NA
1,0,"IL","White","$75,000+","Male","45-64","college graduate","September",2013,"Kaiser",NA
NA,0,"MO","White",NA,"Female","45-64","high school graduate","September",2013,"Kaiser",NA
1,0,"FL","White","$20,000-$40,000","Female","45-64","some college","September",2013,"Kaiser",NA
1,0,"TX","Hispanic","$20,000-$40,000","Male","65+","less than a high school education","September",2013,"Kaiser",NA
1,0,"TX","White","$75,000+","Female","45-64","college graduate","September",2013,"Kaiser",NA
0,0,"TX","Hispanic","$20,000-$40,000","Male","18-29","high school graduate","September",2013,"Kaiser",NA
0,NA,"ID","White","$75,000+","Female","30-44","some college","September",2013,"Kaiser",NA
0,0,"MN","White","less than $20,000","Female","65+","college graduate","September",2013,"Kaiser",NA
NA,1,"NM","Hispanic","$40,000-$75,000","Female","45-64","postgraduate","September",2013,"Kaiser",NA
0,0,"NJ","White","less than $20,000","Male","45-64","college graduate","September",2013,"Kaiser",NA
1,0,"OK","White","less than $20,000","Male","45-64","some college","September",2013,"Kaiser",NA
NA,0,"FL","Hispanic","$40,000-$75,000","Male","45-64","some college","September",2013,"Kaiser",NA
0,0,"KY","White",NA,"Female","45-64","high school graduate","September",2013,"Kaiser",NA
NA,0,"ID","White","$20,000-$40,000","Male","65+","high school graduate","September",2013,"Kaiser",NA
0,1,"TX","White","$75,000+","Male","65+","postgraduate","September",2013,"Kaiser",NA
1,0,"NC","White","$40,000-$75,000","Female","45-64","some college","September",2013,"Kaiser",NA
1,0,"NY","White","$20,000-$40,000","Male","45-64","some college","September",2013,"Kaiser",NA
1,0,"TX","White","less than $20,000","Female","65+","high school graduate","September",2013,"Kaiser",NA
0,0,"NY","White",NA,"Female","45-64","college graduate","September",2013,"Kaiser",NA
0,NA,"CA","White","$20,000-$40,000","Female","45-64","some college","September",2013,"Kaiser",NA
0,NA,"CA",NA,NA,"Female","45-64","college graduate","September",2013,"Kaiser",NA
0,0,"WI","White","$40,000-$75,000","Female","45-64","college graduate","September",2013,"Kaiser",NA
1,0,"NJ","White","$75,000+","Male","65+","postgraduate","September",2013,"Kaiser",NA
0,0,"OH","White","$40,000-$75,000","Female","65+","high school graduate","September",2013,"Kaiser",NA
0,1,"MO","White","$20,000-$40,000","Female","65+","high school graduate","September",2013,"Kaiser",NA
1,1,"CA","White","$20,000-$40,000","Male","45-64","some college","September",2013,"Kaiser",NA
0,1,"WI","White","$40,000-$75,000","Male","65+","some college","September",2013,"Kaiser",NA
0,0,"OK","White","$40,000-$75,000","Male","65+","some college","September",2013,"Kaiser",NA
1,NA,"CA","Hispanic",NA,"Female","18-29","less than a high school education","September",2013,"Kaiser",NA
1,0,"NJ","Black","$20,000-$40,000","Male","45-64","some college","September",2013,"Kaiser",NA
0,0,"CA","White","$20,000-$40,000","Female","65+","high school graduate","September",2013,"Kaiser",NA
0,0,"CA","Hispanic","less than $20,000","Male","65+","less than a high school education","September",2013,"Kaiser",NA
0,1,"CA","White","$40,000-$75,000","Male","65+","high school graduate","September",2013,"Kaiser",NA
1,0,"NY","White","$20,000-$40,000","Female","65+","high school graduate","September",2013,"Kaiser",NA
0,0,"MD",NA,"$40,000-$75,000","Female","45-64","some college","September",2013,"Kaiser",NA
1,0,"NY",NA,"$40,000-$75,000","Female","65+","college graduate","September",2013,"Kaiser",NA
NA,0,"VA","White","$75,000+","Female","65+","postgraduate","September",2013,"Kaiser",NA
0,1,"IN","White","$40,000-$75,000","Male","65+","postgraduate","September",2013,"Kaiser",NA
0,0,"NY","White","$75,000+","Male","18-29","some college","September",2013,"Kaiser",NA
0,0,"CA","Hispanic","$20,000-$40,000","Female","65+","less than a high school education","September",2013,"Kaiser",NA
0,0,"OH","White","$75,000+","Female","45-64","some college","September",2013,"Kaiser",NA
1,0,"KS","White",NA,"Male","45-64","less than a high school education","September",2013,"Kaiser",NA
0,0,"MI","White","$75,000+","Female","45-64","some college","September",2013,"Kaiser",NA
0,0,"CO","Hispanic","$75,000+","Male","30-44","high school graduate","September",2013,"Kaiser",NA
0,NA,"MN","White","$20,000-$40,000","Female","45-64","less than a high school education","September",2013,"Kaiser",NA
1,0,"OH","White","$75,000+","Male","45-64","postgraduate","September",2013,"Kaiser",NA
0,0,"PA","Black","$20,000-$40,000","Male","65+","some college","September",2013,"Kaiser",NA
0,0,"FL","White","$20,000-$40,000","Female","45-64","some college","September",2013,"Kaiser",NA
0,0,"OR","White","$75,000+","Female","30-44","college graduate","September",2013,"Kaiser",NA
NA,0,"MD","Other","$40,000-$75,000","Female","30-44","high school graduate","September",2013,"Kaiser",NA
1,0,"OH","White","$20,000-$40,000","Female","65+","high school graduate","September",2013,"Kaiser",NA
0,0,"LA","Black","$75,000+","Male","45-64","college graduate","September",2013,"Kaiser",NA
1,0,"TX","White","$75,000+","Female","65+","postgraduate","September",2013,"Kaiser",NA
1,0,"OK","Other","$40,000-$75,000","Female","45-64","some college","September",2013,"Kaiser",NA
1,0,"FL","Hispanic","less than $20,000","Male","65+","postgraduate","September",2013,"Kaiser",NA
0,1,"MD","White",NA,"Male","45-64","postgraduate","September",2013,"Kaiser",NA
1,0,"PA","White","$40,000-$75,000","Female","65+","postgraduate","September",2013,"Kaiser",NA
0,NA,"NJ","Black","$40,000-$75,000","Female","45-64","college graduate","September",2013,"Kaiser",NA
NA,0,"AZ","White","$75,000+","Female","45-64","high school graduate","September",2013,"Kaiser",NA
0,0,"PA","White","less than $20,000","Male","45-64","some college","September",2013,"Kaiser",NA
1,0,"NY","White",NA,"Female","45-64","postgraduate","September",2013,"Kaiser",NA
NA,1,"NC","White","$20,000-$40,000","Female","65+","postgraduate","September",2013,"Kaiser",NA
0,NA,"KY",NA,NA,"Male","65+","college graduate","September",2013,"Kaiser",NA
0,1,"ID","White","$20,000-$40,000","Male","45-64","high school graduate","September",2013,"Kaiser",NA
0,1,"AZ","White",NA,"Female","65+","high school graduate","September",2013,"Kaiser",NA
0,0,"CA","White",NA,"Male","45-64","college graduate","September",2013,"Kaiser",NA
1,0,"TX","White","$75,000+","Male","45-64","college graduate","September",2013,"Kaiser",NA
1,0,"MA","White","$20,000-$40,000","Male","65+","high school graduate","September",2013,"Kaiser",NA
0,1,"KY","White","less than $20,000","Female","65+","high school graduate","September",2013,"Kaiser",NA
0,1,"TX","White","$40,000-$75,000","Male","65+","high school graduate","September",2013,"Kaiser",NA
1,0,"MA","White","$75,000+","Female","65+","postgraduate","September",2013,"Kaiser",NA
1,0,"IL","White","$40,000-$75,000","Female","65+","college graduate","September",2013,"Kaiser",NA
1,0,"IL","Black","$75,000+","Female","45-64","college graduate","September",2013,"Kaiser",NA
0,0,"CA","White","$75,000+","Female","45-64","college graduate","September",2013,"Kaiser",NA
0,NA,"NV","White",NA,"Female","45-64","college graduate","September",2013,"Kaiser",NA
NA,NA,"NJ","White","$40,000-$75,000","Female","18-29","some college","September",2013,"Kaiser",NA
0,0,"NJ","White","less than $20,000","Female","65+","some college","September",2013,"Kaiser",NA
1,0,"FL","White","$20,000-$40,000","Male","45-64","some college","September",2013,"Kaiser",NA
1,0,"NY",NA,"$20,000-$40,000","Female","45-64","college graduate","September",2013,"Kaiser",NA
1,0,"PA","White","$75,000+","Female","45-64","high school graduate","September",2013,"Kaiser",NA
1,0,"MI","White","$20,000-$40,000","Female","30-44","some college","September",2013,"Kaiser",NA
1,1,"MA","White","$40,000-$75,000","Female","30-44","college graduate","September",2013,"Kaiser",NA
1,0,"CO","White","$40,000-$75,000","Female","65+","some college","September",2013,"Kaiser",NA
1,0,"DE","White","$75,000+","Male","65+","college graduate","September",2013,"Kaiser",NA
0,1,"MD","White","$40,000-$75,000","Male","45-64","high school graduate","September",2013,"Kaiser",NA
1,0,"CA","White","$40,000-$75,000","Female","45-64","high school graduate","September",2013,"Kaiser",NA
1,NA,"NY","White","$40,000-$75,000","Female","45-64","some college","September",2013,"Kaiser",NA
0,0,"ME","White",NA,"Male","65+","less than a high school education","September",2013,"Kaiser",NA
NA,0,"SC","Black","$40,000-$75,000","Female","45-64","high school graduate","September",2013,"Kaiser",NA
1,0,"VA","White","$20,000-$40,000","Female","45-64","high school graduate","September",2013,"Kaiser",NA
0,0,"OH","White","$40,000-$75,000","Male","65+","some college","September",2013,"Kaiser",NA
1,1,"WV","White","$40,000-$75,000","Female","45-64","high school graduate","September",2013,"Kaiser",NA
NA,0,"IL","White","$40,000-$75,000","Female","65+","postgraduate","September",2013,"Kaiser",NA
0,0,"TX","White",NA,"Male","65+","some college","September",2013,"Kaiser",NA
1,0,"NY","White","$75,000+","Female","65+","college graduate","September",2013,"Kaiser",NA
0,0,"MI","White","$20,000-$40,000","Female","45-64","some college","September",2013,"Kaiser",NA
1,0,"NY","White","$75,000+","Male","45-64","postgraduate","September",2013,"Kaiser",NA
1,0,"PA","White",NA,"Male","18-29","some college","September",2013,"Kaiser",NA
0,0,"MO","White","$40,000-$75,000","Male","65+","college graduate","September",2013,"Kaiser",NA
NA,0,"FL","Black","$40,000-$75,000","Female","45-64","some college","September",2013,"Kaiser",NA
1,0,"NC","White","$75,000+","Female","30-44","college graduate","September",2013,"Kaiser",NA
0,1,"AL","White","$75,000+","Male","45-64","postgraduate","September",2013,"Kaiser",NA
0,1,"OH","White","$40,000-$75,000","Female","65+","some college","September",2013,"Kaiser",NA
1,0,"IL","White","$75,000+","Female","45-64","postgraduate","September",2013,"Kaiser",NA
NA,NA,"MI","White",NA,"Female","65+","high school graduate","September",2013,"Kaiser",NA
1,0,"WI","White","$40,000-$75,000","Male","65+","postgraduate","September",2013,"Kaiser",NA
1,0,"FL","White","$40,000-$75,000","Female","45-64","college graduate","September",2013,"Kaiser",NA
1,NA,"NY","Hispanic",NA,"Female","18-29","less than a high school education","September",2013,"Kaiser",NA
1,0,"MA","White","$75,000+","Female","45-64","some college","September",2013,"Kaiser",NA
0,0,"SC","White","$20,000-$40,000","Female","18-29","college graduate","September",2013,"Kaiser",NA
NA,NA,"AL","White","less than $20,000","Female","45-64","some college","September",2013,"Kaiser",NA
0,0,"MI","White",NA,"Female","45-64","college graduate","September",2013,"Kaiser",NA
NA,1,"MT","White","$75,000+","Male","65+","some college","September",2013,"Kaiser",NA
NA,1,"CA","White","$75,000+","Female","45-64","college graduate","September",2013,"Kaiser",NA
0,0,"CA","White","$75,000+","Female","30-44","postgraduate","September",2013,"Kaiser",NA
0,0,"HI","Other","$75,000+","Female","65+","postgraduate","September",2013,"Kaiser",NA
0,1,"KS","White","$40,000-$75,000","Male","30-44","high school graduate","September",2013,"Kaiser",NA
0,0,"AR","White","$75,000+","Female","45-64","college graduate","September",2013,"Kaiser",NA
0,0,"MT","Hispanic","$75,000+","Female","45-64","some college","September",2013,"Kaiser",NA
0,0,"CA","White","$40,000-$75,000","Female","65+","college graduate","September",2013,"Kaiser",NA
NA,0,"CA","Hispanic","$75,000+","Female","65+","college graduate","September",2013,"Kaiser",NA
1,0,"NM","White","$75,000+","Male","65+","postgraduate","September",2013,"Kaiser",NA
1,0,"ID","Other","$75,000+","Male","45-64","postgraduate","September",2013,"Kaiser",NA
0,1,"IA","White","$20,000-$40,000","Female","65+","high school graduate","September",2013,"Kaiser",NA
0,1,"WY","White","less than $20,000","Female","30-44","some college","September",2013,"Kaiser",NA
1,0,"TX","White","$75,000+","Female","65+","some college","September",2013,"Kaiser",NA
1,0,"FL","Black","less than $20,000","Male","45-64","high school graduate","September",2013,"Kaiser",NA
1,0,"NH","White","$75,000+","Male","45-64","postgraduate","September",2013,"Kaiser",NA
0,1,"WY","White",NA,"Female","65+","high school graduate","September",2013,"Kaiser",NA
0,0,"NY","White",NA,"Female",NA,"some college","September",2013,"Kaiser",NA
1,0,"FL","White","$75,000+","Male","65+","college graduate","September",2013,"Kaiser",NA
0,1,"MI","White","$40,000-$75,000","Male","65+","postgraduate","September",2013,"Kaiser",NA
0,0,"NC","White","$75,000+","Female","18-29","college graduate","September",2013,"Kaiser",NA
1,0,"TN","White","$40,000-$75,000","Male","65+","some college","September",2013,"Kaiser",NA
0,1,"AZ","White","$20,000-$40,000","Male","30-44","some college","September",2013,"Kaiser",NA
0,0,"TN","White","less than $20,000","Female","65+","less than a high school education","September",2013,"Kaiser",NA
NA,1,"OH","White",NA,"Male","65+","some college","September",2013,"Kaiser",NA
1,0,"AZ","White","$20,000-$40,000","Male","65+","some college","September",2013,"Kaiser",NA
0,1,"OH","White","$20,000-$40,000","Female","45-64","college graduate","September",2013,"Kaiser",NA
1,NA,"CT","White","less than $20,000","Female","65+","less than a high school education","September",2013,"Kaiser",NA
1,0,"ID","White","$40,000-$75,000","Male","45-64","some college","September",2013,"Kaiser",NA
0,1,"OR","White","$20,000-$40,000","Male","65+","high school graduate","September",2013,"Kaiser",NA
0,0,"CT","White","$75,000+","Male","45-64","some college","September",2013,"Kaiser",NA
NA,0,"CA","White","$20,000-$40,000","Female","65+","college graduate","September",2013,"Kaiser",NA
0,0,"CA","White","less than $20,000","Female","65+","some college","September",2013,"Kaiser",NA
0,1,"GA","White","less than $20,000","Male","65+","high school graduate","September",2013,"Kaiser",NA
1,0,"PA","White","$75,000+","Female","45-64","college graduate","September",2013,"Kaiser",NA
0,1,"MN","White","$40,000-$75,000","Male","65+","some college","September",2013,"Kaiser",NA
0,1,"KY","White","$40,000-$75,000","Female","65+","high school graduate","September",2013,"Kaiser",NA
0,1,"TX","White","$75,000+","Female","65+","high school graduate","September",2013,"Kaiser",NA
0,1,"NY","White","$40,000-$75,000","Female","65+","postgraduate","September",2013,"Kaiser",NA
1,0,"NJ","White","$75,000+","Female","30-44","postgraduate","September",2013,"Kaiser",NA
0,1,"TX","Hispanic","$40,000-$75,000","Female","45-64","college graduate","September",2013,"Kaiser",NA
0,0,"WI","White","$40,000-$75,000","Male","65+","some college","September",2013,"Kaiser",NA
0,1,"MO","White","less than $20,000","Female","65+","high school graduate","September",2013,"Kaiser",NA
1,0,"OR","White","$40,000-$75,000","Male","45-64","some college","September",2013,"Kaiser",NA
1,0,"FL","White","$20,000-$40,000","Female","65+","some college","September",2013,"Kaiser",NA
1,0,"KY","Black","$40,000-$75,000","Female","65+","high school graduate","September",2013,"Kaiser",NA
0,0,"WV","White","less than $20,000","Male","45-64","some college","September",2013,"Kaiser",NA
0,1,"NC","White","$20,000-$40,000","Male","65+","some college","September",2013,"Kaiser",NA
0,NA,"NC","Other",NA,"Female","65+","postgraduate","September",2013,"Kaiser",NA
NA,0,"FL","Other","$40,000-$75,000","Female","45-64","postgraduate","September",2013,"Kaiser",NA
0,1,"CT","White","$40,000-$75,000","Male","45-64","college graduate","September",2013,"Kaiser",NA
0,0,"TN","White","$75,000+","Female","45-64","postgraduate","September",2013,"Kaiser",NA
0,0,"OH","White","less than $20,000","Female","65+","some college","September",2013,"Kaiser",NA
0,0,"NY","White","$20,000-$40,000","Male","65+","high school graduate","September",2013,"Kaiser",NA
0,1,"NC","Black","$40,000-$75,000","Male","45-64","some college","September",2013,"Kaiser",NA
0,0,"GA","White","$75,000+","Male","65+","postgraduate","September",2013,"Kaiser",NA
0,NA,"FL","White","$40,000-$75,000","Female","65+","college graduate","September",2013,"Kaiser",NA
1,0,"VA","White","less than $20,000","Female","45-64","high school graduate","September",2013,"Kaiser",NA
NA,0,"OH","White","$20,000-$40,000","Female","65+","postgraduate","September",2013,"Kaiser",NA
0,1,"IL","White","$40,000-$75,000","Male","45-64","college graduate","September",2013,"Kaiser",NA
0,NA,"WI","White",NA,"Female","45-64","some college","September",2013,"Kaiser",NA
1,0,"MO","Other","$75,000+","Female","45-64","college graduate","September",2013,"Kaiser",NA
0,0,"TN","White","less than $20,000","Male","45-64","high school graduate","September",2013,"Kaiser",NA
1,0,"MI","White",NA,"Male","65+","less than a high school education","September",2013,"Kaiser",NA
0,1,"ID","White","$20,000-$40,000","Male","65+","high school graduate","September",2013,"Kaiser",NA
NA,0,"KY","White","$40,000-$75,000","Male","30-44","some college","September",2013,"Kaiser",NA
0,0,"NJ","White","$40,000-$75,000","Female","45-64","college graduate","September",2013,"Kaiser",NA
1,1,"KY","Black","$20,000-$40,000","Female","65+","less than a high school education","September",2013,"Kaiser",NA
1,0,"IL","Other","less than $20,000","Female","45-64","some college","September",2013,"Kaiser",NA
0,NA,"FL","White",NA,"Female","65+",NA,"September",2013,"Kaiser",NA
1,0,"MN","White","$75,000+","Female","45-64","postgraduate","September",2013,"Kaiser",NA
0,1,"NC","White","$75,000+","Female","45-64","postgraduate","September",2013,"Kaiser",NA
0,0,"CA","Other","$75,000+","Male","30-44","some college","September",2013,"Kaiser",NA
0,0,"MA","White","$75,000+","Female","45-64","high school graduate","September",2013,"Kaiser",NA
0,0,"MD","White","less than $20,000","Female","30-44","high school graduate","September",2013,"Kaiser",NA
0,0,"KY","White",NA,"Female","65+","some college","September",2013,"Kaiser",NA
NA,1,"NY","White","$75,000+","Male","45-64","high school graduate","September",2013,"Kaiser",NA
0,NA,"FL","White","$40,000-$75,000","Male","45-64","college graduate","September",2013,"Kaiser",NA
1,0,"NE","Other","less than $20,000","Male","45-64","some college","September",2013,"Kaiser",NA
0,0,"OH","White","$40,000-$75,000","Male","65+","high school graduate","September",2013,"Kaiser",NA
0,0,"PA","White","$75,000+","Female","45-64","some college","September",2013,"Kaiser",NA
1,0,"CO","Hispanic","$20,000-$40,000","Female","30-44","high school graduate","September",2013,"Kaiser",NA
NA,NA,"TX","White",NA,"Female","45-64","postgraduate","September",2013,"Kaiser",NA
NA,0,"NC","White","$20,000-$40,000","Female","65+","high school graduate","September",2013,"Kaiser",NA
0,0,"NY","White","$75,000+","Male","30-44","some college","September",2013,"Kaiser",NA
0,0,"NV","White","$20,000-$40,000","Male","65+","high school graduate","September",2013,"Kaiser",NA
0,1,"PA","White","$75,000+","Male","45-64","some college","September",2013,"Kaiser",NA
0,0,"PA","White","$75,000+","Female","45-64","high school graduate","September",2013,"Kaiser",NA
1,0,"IL","White",NA,"Male","45-64","college graduate","September",2013,"Kaiser",NA
0,0,"OH","White","$40,000-$75,000","Female","45-64","some college","September",2013,"Kaiser",NA
1,0,"CA","White","$40,000-$75,000","Female","65+","some college","September",2013,"Kaiser",NA
0,0,"OH","White","$20,000-$40,000","Male","65+","college graduate","September",2013,"Kaiser",NA
1,0,"FL","Hispanic","less than $20,000","Female","30-44","high school graduate","September",2013,"Kaiser",NA
0,1,"NY","White","$40,000-$75,000","Female","45-64","some college","September",2013,"Kaiser",NA
0,1,"FL","White","$20,000-$40,000","Male","45-64","college graduate","September",2013,"Kaiser",NA
1,0,"OH","White","$20,000-$40,000","Female","65+","college graduate","September",2013,"Kaiser",NA
0,0,"NJ","White","$75,000+","Female","45-64","college graduate","September",2013,"Kaiser",NA
0,0,"NJ","Hispanic","$75,000+","Female","45-64","college graduate","September",2013,"Kaiser",NA
1,0,"NJ","White","$75,000+","Female","30-44","college graduate","September",2013,"Kaiser",NA
0,1,"SC","White","$75,000+","Male","45-64","high school graduate","September",2013,"Kaiser",NA
1,0,"PA","Hispanic",NA,"Male","45-64","high school graduate","September",2013,"Kaiser",NA
0,0,"CA","Hispanic","$75,000+","Female","45-64","some college","September",2013,"Kaiser",NA
0,1,"GA","White","$20,000-$40,000","Female","65+","high school graduate","September",2013,"Kaiser",NA
NA,0,"PA","White","$20,000-$40,000","Male","45-64","some college","September",2013,"Kaiser",NA
0,0,"IA",NA,NA,"Male","30-44","postgraduate","September",2013,"Kaiser",NA
0,0,"FL","Hispanic","$40,000-$75,000","Male","18-29","some college","September",2013,"Kaiser",NA
1,0,"NC","Black","less than $20,000","Female","65+","high school graduate","September",2013,"Kaiser",NA
0,NA,"FL","White","$40,000-$75,000","Female","45-64","some college","September",2013,"Kaiser",NA
0,NA,"KS","White","$20,000-$40,000","Female","30-44","some college","September",2013,"Kaiser",NA
NA,0,"PA","White","$40,000-$75,000","Male","65+","high school graduate","September",2013,"Kaiser",NA
0,0,"GA","White","$40,000-$75,000","Female","45-64","postgraduate","September",2013,"Kaiser",NA
NA,0,"NY","White","$20,000-$40,000","Male","65+","high school graduate","September",2013,"Kaiser",NA
1,0,"FL","Black","less than $20,000","Female","45-64","some college","September",2013,"Kaiser",NA
0,0,"IL","White","$40,000-$75,000","Male","65+","some college","September",2013,"Kaiser",NA
0,0,"VA","White",NA,"Male","65+","college graduate","September",2013,"Kaiser",NA
0,0,"OH","White","$40,000-$75,000","Male","30-44","some college","September",2013,"Kaiser",NA
0,1,"NC","White","$75,000+","Female","45-64","some college","September",2013,"Kaiser",NA
1,0,"SC","White","$20,000-$40,000","Male","65+","college graduate","September",2013,"Kaiser",NA
0,0,"MI","White","$75,000+","Female","30-44","high school graduate","September",2013,"Kaiser",NA
NA,NA,"TN",NA,NA,"Female",NA,NA,"September",2013,"Kaiser",NA
0,0,"PA","White","$75,000+","Male","45-64","some college","September",2013,"Kaiser",NA
1,0,"KY","Black","less than $20,000","Female","65+","high school graduate","September",2013,"Kaiser",NA
0,1,"GA","White","$40,000-$75,000","Female","30-44","high school graduate","September",2013,"Kaiser",NA
0,0,"FL","White","$75,000+","Female","30-44","college graduate","September",2013,"Kaiser",NA
1,0,"FL","White","$75,000+","Female","45-64","postgraduate","September",2013,"Kaiser",NA
NA,0,"RI","White","less than $20,000","Female","65+","high school graduate","September",2013,"Kaiser",NA
0,1,"OH","White","$75,000+","Female","65+","some college","September",2013,"Kaiser",NA
1,0,"ME","White","$20,000-$40,000","Female","65+","postgraduate","September",2013,"Kaiser",NA
1,0,"NY","White","$75,000+","Female","45-64",NA,"September",2013,"Kaiser",NA
1,0,"OH","White","$20,000-$40,000","Female","65+","high school graduate","September",2013,"Kaiser",NA
NA,0,"GA","White",NA,"Female","65+","high school graduate","September",2013,"Kaiser",NA
0,0,"VA","White","$40,000-$75,000","Female","65+","some college","September",2013,"Kaiser",NA
1,0,"MI","White","$40,000-$75,000","Female","45-64","postgraduate","September",2013,"Kaiser",NA
0,0,"MO","White","$40,000-$75,000","Female","45-64","college graduate","September",2013,"Kaiser",NA
0,1,"VA","White","$75,000+","Male","45-64","postgraduate","September",2013,"Kaiser",NA
1,0,"NC","White","$75,000+","Male","45-64","college graduate","September",2013,"Kaiser",NA
0,1,"FL","White","less than $20,000","Female","65+","high school graduate","September",2013,"Kaiser",NA
1,0,"WV","White","$40,000-$75,000","Male","45-64","college graduate","September",2013,"Kaiser",NA
1,0,"NY","Black","$40,000-$75,000","Female","45-64","high school graduate","September",2013,"Kaiser",NA
NA,1,"GA","White","$20,000-$40,000","Male","18-29","high school graduate","September",2013,"Kaiser",NA
0,0,"NY","White","$75,000+","Female","30-44","postgraduate","September",2013,"Kaiser",NA
1,0,"NY","White","$40,000-$75,000","Male","45-64","high school graduate","September",2013,"Kaiser",NA
