"aca.fav","tea.party","exp.medicaid","state","race","income","sex","age","education","month","year","polling.org"
NA,0,0,"KS","White","$75,000+","Male","45-64","some college","July","2012","Kaiser"
0,0,1,"PA","White","$40,000-$75,000","Male","30-44","college graduate","July","2012","Kaiser"
0,0,1,"UT","White","less than $20,000","Male","45-64","high school graduate","July","2012","Kaiser"
1,0,1,"CO","White","$40,000-$75,000","Male","45-64","high school graduate","July","2012","Kaiser"
0,1,NA,"MT","White","less than $20,000","Male","65+","college graduate","July","2012","Kaiser"
0,0,1,"AZ","White","$40,000-$75,000","Female","45-64","postgraduate","July","2012","Kaiser"
1,0,0,"CA","White","$75,000+","Female","45-64","postgraduate","July","2012","Kaiser"
0,1,0,"MT","White","less than $20,000","Male","45-64","college graduate","July","2012","Kaiser"
1,0,1,"OR","White",NA,"Female","45-64","some college","July","2012","Kaiser"
0,0,0,"AR","White","$20,000-$40,000","Male","65+","high school graduate","July","2012","Kaiser"
1,0,1,"TX","White","$40,000-$75,000","Female","45-64","high school graduate","July","2012","Kaiser"
1,0,1,"NJ","White","$75,000+","Female","65+","postgraduate","July","2012","Kaiser"
1,0,1,"MO","Black","less than $20,000","Female","65+","some college","July","2012","Kaiser"
NA,0,NA,"PA","White","$40,000-$75,000","Female","65+","some college","July","2012","Kaiser"
0,0,1,"CT","Other","$75,000+","Male","30-44","college graduate","July","2012","Kaiser"
NA,NA,NA,"NY","White",NA,"Female","45-64","some college","July","2012","Kaiser"
0,0,0,"NY","White","$20,000-$40,000","Male","65+","college graduate","July","2012","Kaiser"
1,NA,1,"AL","Black","less than $20,000","Male","65+","less than a high school education","July","2012","Kaiser"
1,0,1,"NY","White",NA,"Female","45-64","college graduate","July","2012","Kaiser"
1,0,1,"NY","White","$40,000-$75,000","Male","45-64","college graduate","July","2012","Kaiser"
0,1,0,"WI","White","$20,000-$40,000","Male","65+","less than a high school education","July","2012","Kaiser"
0,0,0,"NJ","White","$75,000+","Male","45-64","college graduate","July","2012","Kaiser"
0,1,0,"PA","White","$40,000-$75,000","Male","45-64","high school graduate","July","2012","Kaiser"
0,0,1,"PA","White","less than $20,000","Male","45-64","high school graduate","July","2012","Kaiser"
0,1,0,"NY","White","$75,000+","Male","45-64","some college","July","2012","Kaiser"
NA,0,0,"NY","White","less than $20,000","Female","45-64","some college","July","2012","Kaiser"
0,0,0,"NY","White","$75,000+","Male","45-64","some college","July","2012","Kaiser"
1,0,1,"CA","White","$75,000+","Male","45-64","postgraduate","July","2012","Kaiser"
0,1,1,"PA","White",NA,"Male","30-44","some college","July","2012","Kaiser"
0,0,0,"PA","White","$20,000-$40,000","Female","30-44","some college","July","2012","Kaiser"
0,1,0,"IN","White","$20,000-$40,000","Male","65+","college graduate","July","2012","Kaiser"
1,0,0,"MI","White",NA,"Female","65+","some college","July","2012","Kaiser"
1,0,0,"MO","White","$75,000+","Female","45-64","high school graduate","July","2012","Kaiser"
1,0,1,"IL","White","$40,000-$75,000","Male","45-64","some college","July","2012","Kaiser"
1,0,1,"OH","White","less than $20,000","Female","65+","college graduate","July","2012","Kaiser"
0,0,0,"MI","White","$40,000-$75,000","Male","45-64","college graduate","July","2012","Kaiser"
1,0,1,"OH","Black","less than $20,000","Male","30-44","college graduate","July","2012","Kaiser"
0,1,0,"WI","White","$40,000-$75,000","Male","30-44","some college","July","2012","Kaiser"
0,0,1,"MI","White","less than $20,000","Female","30-44","postgraduate","July","2012","Kaiser"
1,1,NA,"OH","White","$40,000-$75,000","Male","45-64","postgraduate","July","2012","Kaiser"
0,1,0,"IN","White","$20,000-$40,000","Male","45-64","high school graduate","July","2012","Kaiser"
0,0,1,"IL","Hispanic","$75,000+","Female","45-64","college graduate","July","2012","Kaiser"
1,0,1,"WI","White","$40,000-$75,000","Female","65+","college graduate","July","2012","Kaiser"
1,0,1,"MI","White","$40,000-$75,000","Female","45-64","some college","July","2012","Kaiser"
NA,0,1,"IL","White","less than $20,000","Male","45-64","college graduate","July","2012","Kaiser"
0,NA,0,"WI","White","$40,000-$75,000","Male","45-64","postgraduate","July","2012","Kaiser"
0,0,NA,"WI","White","$20,000-$40,000","Male","65+","high school graduate","July","2012","Kaiser"
NA,0,NA,"SC","White","$75,000+","Male","65+","postgraduate","July","2012","Kaiser"
0,0,0,"NC","White","$75,000+","Male","45-64","some college","July","2012","Kaiser"
0,NA,NA,"FL","White","$40,000-$75,000","Female","45-64","less than a high school education","July","2012","Kaiser"
0,1,NA,"VA","White","$75,000+","Male","45-64","postgraduate","July","2012","Kaiser"
0,0,0,"VA","White","less than $20,000","Female","45-64","some college","July","2012","Kaiser"
0,1,0,"WV","White","$75,000+","Female","45-64","postgraduate","July","2012","Kaiser"
NA,0,1,"WV","Other","$20,000-$40,000","Female","65+","some college","July","2012","Kaiser"
0,1,0,"GA","White","$75,000+","Male","65+","high school graduate","July","2012","Kaiser"
1,0,1,"FL","Black",NA,"Female","45-64","college graduate","July","2012","Kaiser"
0,0,1,"KY","White","$40,000-$75,000","Female","45-64","high school graduate","July","2012","Kaiser"
0,0,0,"AL","White","$40,000-$75,000","Male","45-64","high school graduate","July","2012","Kaiser"
1,0,1,"TN","White",NA,"Male","65+","some college","July","2012","Kaiser"
1,0,0,"KY","White","$75,000+","Female","65+","some college","July","2012","Kaiser"
1,0,1,"TN","White","$75,000+","Female","45-64","postgraduate","July","2012","Kaiser"
0,0,0,"TN","White","$75,000+","Male","45-64","college graduate","July","2012","Kaiser"
1,0,0,"TX","White","$40,000-$75,000","Female","65+","high school graduate","July","2012","Kaiser"
0,0,0,"TX","White","$20,000-$40,000","Female","65+","some college","July","2012","Kaiser"
0,0,1,"AR","White","$40,000-$75,000","Male","45-64","high school graduate","July","2012","Kaiser"
0,1,0,"AR","White","$40,000-$75,000","Female","65+","high school graduate","July","2012","Kaiser"
1,0,1,"NV","White","less than $20,000","Male","45-64","high school graduate","July","2012","Kaiser"
0,0,0,"UT","Other","$40,000-$75,000","Female","45-64","some college","July","2012","Kaiser"
0,1,0,"ID","White","$75,000+","Female","45-64","some college","July","2012","Kaiser"
0,1,0,"NV","White","less than $20,000","Male","45-64","high school graduate","July","2012","Kaiser"
1,0,1,"MT","White","$75,000+","Female","45-64","postgraduate","July","2012","Kaiser"
0,1,0,"UT","White","$75,000+","Male","65+","some college","July","2012","Kaiser"
1,1,1,"WY","White","$75,000+","Male","45-64","college graduate","July","2012","Kaiser"
0,NA,NA,"AZ","White","$40,000-$75,000","Female","45-64","some college","July","2012","Kaiser"
0,1,0,"CA","White","$40,000-$75,000","Male","45-64","some college","July","2012","Kaiser"
0,0,0,"CA","Hispanic","$40,000-$75,000","Female","18-29","some college","July","2012","Kaiser"
1,1,0,"OR","White","$20,000-$40,000","Female","45-64","some college","July","2012","Kaiser"
1,NA,1,"CA","White","less than $20,000","Male","45-64","high school graduate","July","2012","Kaiser"
1,0,1,"CA","Hispanic","$40,000-$75,000","Male","18-29","some college","July","2012","Kaiser"
1,0,1,"OR","White","$20,000-$40,000","Female","45-64","high school graduate","July","2012","Kaiser"
0,NA,0,"CA","White","$20,000-$40,000","Female","65+","some college","July","2012","Kaiser"
NA,0,1,"CA","Hispanic","less than $20,000","Female","45-64","high school graduate","July","2012","Kaiser"
0,1,NA,"WA","White","$40,000-$75,000","Female","45-64","postgraduate","July","2012","Kaiser"
0,0,1,"CA","White","$75,000+","Male","45-64","college graduate","July","2012","Kaiser"
1,0,1,"NY","White","$75,000+","Female","45-64","postgraduate","July","2012","Kaiser"
0,0,0,"NY","White","$75,000+","Female","18-29","postgraduate","July","2012","Kaiser"
1,0,1,"PA","White",NA,"Female","65+","postgraduate","July","2012","Kaiser"
0,1,1,"CA","White","$40,000-$75,000","Female","45-64","some college","July","2012","Kaiser"
1,0,1,"MD","White","$40,000-$75,000","Female","45-64","high school graduate","July","2012","Kaiser"
0,1,0,"NC","White","$75,000+","Male","30-44","college graduate","July","2012","Kaiser"
0,0,1,"FL","White","$75,000+","Female","65+","college graduate","July","2012","Kaiser"
0,0,0,"NC","White","$75,000+","Male","65+","postgraduate","July","2012","Kaiser"
0,1,1,"SC","White","$75,000+","Male","30-44","college graduate","July","2012","Kaiser"
1,0,1,"DC","White","$40,000-$75,000","Female","65+","postgraduate","July","2012","Kaiser"
1,0,1,"FL","White","$20,000-$40,000","Female","30-44","college graduate","July","2012","Kaiser"
0,NA,1,"FL","White","$20,000-$40,000","Female","65+","high school graduate","July","2012","Kaiser"
1,0,0,"SC","White","$40,000-$75,000","Female","45-64","postgraduate","July","2012","Kaiser"
0,1,0,"NC","White","$40,000-$75,000","Female","45-64","some college","July","2012","Kaiser"
NA,0,0,"DE","White","$40,000-$75,000","Male","18-29","college graduate","July","2012","Kaiser"
1,0,1,"MD","White","$75,000+","Female","45-64","postgraduate","July","2012","Kaiser"
1,0,1,"VA","White","$75,000+","Male","45-64","postgraduate","July","2012","Kaiser"
1,0,1,"MD","Black","$75,000+","Female","30-44","postgraduate","July","2012","Kaiser"
1,0,1,"MI","White","$20,000-$40,000","Female","65+","high school graduate","July","2012","Kaiser"
0,1,0,"MI","White",NA,"Female","45-64","college graduate","July","2012","Kaiser"
0,NA,0,"OH","White",NA,"Male","45-64","some college","July","2012","Kaiser"
1,0,1,"IL","White","$75,000+","Male","45-64","college graduate","July","2012","Kaiser"
NA,NA,1,"IN","White","$75,000+","Male","30-44","college graduate","July","2012","Kaiser"
0,1,0,"IL","Hispanic","$20,000-$40,000","Female","65+","high school graduate","July","2012","Kaiser"
1,0,1,"OH","White","$40,000-$75,000","Female","45-64","high school graduate","July","2012","Kaiser"
0,1,0,"WI","White",NA,"Female","65+","high school graduate","July","2012","Kaiser"
NA,1,1,"IL","White","$40,000-$75,000","Female","18-29","some college","July","2012","Kaiser"
1,0,1,"IL","White","$20,000-$40,000","Male","45-64","some college","July","2012","Kaiser"
0,0,0,"NJ","White","$40,000-$75,000","Female","18-29","college graduate","July","2012","Kaiser"
0,0,0,"IN","White",NA,"Female","45-64","postgraduate","July","2012","Kaiser"
1,0,0,"NY","White","$75,000+","Female","45-64","postgraduate","July","2012","Kaiser"
1,0,1,"NJ","White","$20,000-$40,000","Female","45-64","postgraduate","July","2012","Kaiser"
1,0,0,"PA","White","$75,000+","Female","65+","some college","July","2012","Kaiser"
0,1,0,"PA","Other","less than $20,000","Male","65+","high school graduate","July","2012","Kaiser"
0,1,0,"PA","White","$75,000+","Female","45-64","postgraduate","July","2012","Kaiser"
0,1,NA,"NJ","White","$75,000+","Female","45-64","college graduate","July","2012","Kaiser"
1,0,1,"NY","White","$40,000-$75,000","Female","45-64","high school graduate","July","2012","Kaiser"
1,1,0,"NY","White","$75,000+","Male","45-64","high school graduate","July","2012","Kaiser"
1,0,1,"PA","White","$40,000-$75,000","Male","45-64","some college","July","2012","Kaiser"
1,0,1,"NJ","White","$75,000+","Male","45-64","postgraduate","July","2012","Kaiser"
NA,1,1,"NY","White","$20,000-$40,000","Male","45-64","high school graduate","July","2012","Kaiser"
NA,0,NA,"TX","Hispanic","$40,000-$75,000","Male","45-64","college graduate","July","2012","Kaiser"
1,0,1,"CO","White","$20,000-$40,000","Male","45-64","college graduate","July","2012","Kaiser"
0,1,0,"AZ","White","$20,000-$40,000","Male","45-64","postgraduate","July","2012","Kaiser"
0,1,0,"OK","White",NA,"Male","45-64","postgraduate","July","2012","Kaiser"
1,0,1,"NV","White","$40,000-$75,000","Female","45-64","college graduate","July","2012","Kaiser"
1,0,0,"TX","White","$20,000-$40,000","Male","45-64","some college","July","2012","Kaiser"
0,0,0,"NV","White","$75,000+","Male","45-64","postgraduate","July","2012","Kaiser"
0,0,1,"OH","White","$20,000-$40,000","Male","65+","less than a high school education","July","2012","Kaiser"
0,0,0,"MA","White","$75,000+","Female","30-44","postgraduate","July","2012","Kaiser"
1,0,1,"CA","White","$75,000+","Female","45-64","college graduate","July","2012","Kaiser"
1,0,0,"TX","Hispanic","less than $20,000","Female","65+","some college","July","2012","Kaiser"
0,1,0,"TX","White","$75,000+","Male","65+","postgraduate","July","2012","Kaiser"
0,0,0,"OR","White","$40,000-$75,000","Male","45-64","some college","July","2012","Kaiser"
1,0,1,"OR","White","less than $20,000","Male","65+","postgraduate","July","2012","Kaiser"
NA,0,0,"MN","White","less than $20,000","Female","45-64","high school graduate","July","2012","Kaiser"
1,0,1,"TX","Black","$75,000+","Female","45-64","some college","July","2012","Kaiser"
1,NA,0,"TN","White","$20,000-$40,000","Female","45-64","some college","July","2012","Kaiser"
0,0,NA,"CO","White","$40,000-$75,000","Female","30-44","high school graduate","July","2012","Kaiser"
NA,0,1,"TX","Black","$20,000-$40,000","Male","30-44","some college","July","2012","Kaiser"
0,0,NA,"NV","White",NA,"Female","45-64","high school graduate","July","2012","Kaiser"
0,1,0,"AZ","White",NA,"Male","65+","some college","July","2012","Kaiser"
NA,0,0,"TN","White","$20,000-$40,000","Male","65+","college graduate","July","2012","Kaiser"
0,1,0,"TX","White","$75,000+","Female","45-64","some college","July","2012","Kaiser"
0,1,0,"TX","White","$75,000+","Female","65+","postgraduate","July","2012","Kaiser"
NA,0,0,"CA","White","$40,000-$75,000","Male","65+","postgraduate","July","2012","Kaiser"
0,1,NA,"LA","White",NA,"Female","45-64","high school graduate","July","2012","Kaiser"
0,0,NA,"TN","Black",NA,"Female","65+","some college","July","2012","Kaiser"
0,1,0,"MN","White","$75,000+","Female","45-64","college graduate","July","2012","Kaiser"
0,0,NA,"TX","White","$40,000-$75,000","Female","45-64","some college","July","2012","Kaiser"
1,0,1,"AZ","White","less than $20,000","Male","45-64","high school graduate","July","2012","Kaiser"
0,NA,0,"AR","White","$40,000-$75,000","Female","30-44","high school graduate","July","2012","Kaiser"
1,0,1,"NE","White","$75,000+","Female","65+","postgraduate","July","2012","Kaiser"
0,0,0,"WA","White","$40,000-$75,000","Female","45-64","college graduate","July","2012","Kaiser"
0,1,1,"LA","White","$40,000-$75,000","Male","30-44","college graduate","July","2012","Kaiser"
0,1,0,"TX","White","$40,000-$75,000","Male","45-64","college graduate","July","2012","Kaiser"
1,0,1,"IA","White",NA,"Male","45-64","high school graduate","July","2012","Kaiser"
1,0,1,"OH","Black","$75,000+","Male","45-64","postgraduate","July","2012","Kaiser"
1,0,1,"WI","White","less than $20,000","Male","45-64","high school graduate","July","2012","Kaiser"
0,1,1,"OH","White","$20,000-$40,000","Female","45-64","high school graduate","July","2012","Kaiser"
NA,0,0,"IL","White","$20,000-$40,000","Female","45-64","high school graduate","July","2012","Kaiser"
0,0,0,"IN","White","$75,000+","Female","30-44","some college","July","2012","Kaiser"
1,0,0,"MI","White","$20,000-$40,000","Male","45-64","some college","July","2012","Kaiser"
1,0,1,"CA","Other","$75,000+","Female","18-29","college graduate","July","2012","Kaiser"
NA,NA,NA,"SC","White","$75,000+","Female","30-44","college graduate","July","2012","Kaiser"
1,0,1,"CT","White",NA,"Female","65+","some college","July","2012","Kaiser"
0,1,0,"MO","White","$40,000-$75,000","Female","65+","high school graduate","July","2012","Kaiser"
1,0,NA,"IN","White","$40,000-$75,000","Female","45-64","high school graduate","July","2012","Kaiser"
1,0,NA,"PA","White","$20,000-$40,000","Male","65+","some college","July","2012","Kaiser"
1,0,1,"MN","Other","$40,000-$75,000","Male","65+","high school graduate","July","2012","Kaiser"
0,1,0,"AL","White",NA,"Female","65+","postgraduate","July","2012","Kaiser"
0,1,NA,"CA","White","$20,000-$40,000","Female","45-64","college graduate","July","2012","Kaiser"
1,0,1,"TN","White","less than $20,000","Male","30-44","less than a high school education","July","2012","Kaiser"
1,0,0,"SC","Black","$75,000+","Male","45-64","postgraduate","July","2012","Kaiser"
1,0,1,"NC","White","$75,000+","Female","65+","postgraduate","July","2012","Kaiser"
0,1,0,"VA","White","$75,000+","Male","45-64","postgraduate","July","2012","Kaiser"
1,0,1,"AR","White","$75,000+","Female","45-64","postgraduate","July","2012","Kaiser"
1,0,1,"CO","White","$20,000-$40,000","Male","45-64","high school graduate","July","2012","Kaiser"
1,0,1,"FL","Black","less than $20,000","Female","45-64","some college","July","2012","Kaiser"
1,0,1,"CO","White","$40,000-$75,000","Male","65+","postgraduate","July","2012","Kaiser"
0,1,0,"ID","White","$40,000-$75,000","Male","45-64","college graduate","July","2012","Kaiser"
1,0,1,"CA","White","$75,000+","Female","45-64","postgraduate","July","2012","Kaiser"
0,0,NA,"OR","White",NA,"Female","30-44","some college","July","2012","Kaiser"
NA,0,0,"PA","White","$20,000-$40,000","Male","65+","high school graduate","July","2012","Kaiser"
1,0,1,"PA",NA,"$40,000-$75,000","Female","45-64","some college","July","2012","Kaiser"
NA,0,1,"NY","White","$20,000-$40,000","Female","65+","some college","July","2012","Kaiser"
0,0,0,"PA","White","$40,000-$75,000","Female","45-64","high school graduate","July","2012","Kaiser"
NA,1,0,"NY","White","$20,000-$40,000","Female","65+","some college","July","2012","Kaiser"
0,1,0,"PA","White","less than $20,000","Male","30-44","high school graduate","July","2012","Kaiser"
0,0,0,"VA","White","less than $20,000","Female","65+","less than a high school education","July","2012","Kaiser"
1,0,1,"MD","White","less than $20,000","Male","30-44","some college","July","2012","Kaiser"
0,1,1,"WV","White","less than $20,000","Male","45-64","high school graduate","July","2012","Kaiser"
0,0,0,"NC","White","less than $20,000","Female","65+","high school graduate","July","2012","Kaiser"
0,1,0,"GA","Other","$40,000-$75,000","Female","45-64","some college","July","2012","Kaiser"
0,0,NA,"VA","White","$40,000-$75,000","Male","65+","postgraduate","July","2012","Kaiser"
1,0,1,"FL","White","$40,000-$75,000","Female","65+","postgraduate","July","2012","Kaiser"
1,0,1,"NY","Hispanic","$20,000-$40,000","Female","45-64","college graduate","July","2012","Kaiser"
NA,1,1,"OH","White","$75,000+","Male","45-64","high school graduate","July","2012","Kaiser"
1,0,1,"NY","Hispanic","less than $20,000","Male","65+","less than a high school education","July","2012","Kaiser"
0,1,0,"TN","White","$75,000+","Male","65+","postgraduate","July","2012","Kaiser"
0,0,0,"TX","White","$75,000+","Female","30-44","some college","July","2012","Kaiser"
1,0,1,"TX","Black","$40,000-$75,000","Female","30-44","some college","July","2012","Kaiser"
1,0,1,"TX","White","$40,000-$75,000","Female","45-64","high school graduate","July","2012","Kaiser"
1,1,1,"OK","White","$75,000+","Female","30-44","college graduate","July","2012","Kaiser"
1,0,1,"VA","White","$75,000+","Male","65+","postgraduate","July","2012","Kaiser"
0,0,1,"RI","White","less than $20,000","Female","45-64","less than a high school education","July","2012","Kaiser"
NA,NA,1,"VA","Hispanic","$20,000-$40,000","Female","65+","high school graduate","July","2012","Kaiser"
0,0,1,"MD","White","$75,000+","Male","45-64","some college","July","2012","Kaiser"
0,1,0,"MD","White","$75,000+","Female","30-44","some college","July","2012","Kaiser"
0,0,0,"NY","White",NA,"Female","45-64","some college","July","2012","Kaiser"
0,0,0,"WV","White","$40,000-$75,000","Female","45-64","some college","July","2012","Kaiser"
1,0,1,"GA","Black",NA,"Female","18-29","high school graduate","July","2012","Kaiser"
1,0,1,"NC","Black","$40,000-$75,000","Male","45-64","postgraduate","July","2012","Kaiser"
0,1,0,"WV","White",NA,"Male","65+","college graduate","July","2012","Kaiser"
1,0,1,"MD","Black","$40,000-$75,000","Female","65+","college graduate","July","2012","Kaiser"
1,0,0,"FL","White","$40,000-$75,000","Female","65+","high school graduate","July","2012","Kaiser"
0,1,1,"FL","White","$20,000-$40,000","Female","45-64","college graduate","July","2012","Kaiser"
1,0,1,"OR","Hispanic","less than $20,000","Male","65+","less than a high school education","July","2012","Kaiser"
1,0,1,"VA","White","$75,000+","Male","65+","postgraduate","July","2012","Kaiser"
0,1,0,"WV","White","$20,000-$40,000","Male","45-64","high school graduate","July","2012","Kaiser"
0,1,0,"VA","White","$40,000-$75,000","Female","45-64","postgraduate","July","2012","Kaiser"
1,0,1,"NC","Black","$40,000-$75,000","Male","45-64","less than a high school education","July","2012","Kaiser"
0,0,0,"FL","White","$75,000+","Female","45-64","postgraduate","July","2012","Kaiser"
1,0,1,"FL","White","less than $20,000","Male","45-64","college graduate","July","2012","Kaiser"
1,1,1,"MS","Black","less than $20,000","Female","30-44","high school graduate","July","2012","Kaiser"
0,1,0,"KY","White","less than $20,000","Male","45-64","high school graduate","July","2012","Kaiser"
0,0,0,"TN","White","$20,000-$40,000","Female","45-64","less than a high school education","July","2012","Kaiser"
0,1,1,"TN","White","$20,000-$40,000","Female","30-44","some college","July","2012","Kaiser"
0,0,0,"MS","White",NA,"Female","45-64","some college","July","2012","Kaiser"
1,1,0,"MI",NA,NA,"Female","45-64","some college","July","2012","Kaiser"
0,0,0,"WI","White",NA,"Female","45-64","high school graduate","July","2012","Kaiser"
0,0,1,"IN","White","$20,000-$40,000","Male","45-64","high school graduate","July","2012","Kaiser"
1,NA,1,"TN","Other","$20,000-$40,000","Male","30-44","some college","July","2012","Kaiser"
NA,NA,1,"IL","White","$20,000-$40,000","Female","45-64","some college","July","2012","Kaiser"
NA,0,1,"CA","Hispanic","$40,000-$75,000","Female","18-29","some college","July","2012","Kaiser"
1,0,NA,"TX","White","$40,000-$75,000","Male","45-64","college graduate","July","2012","Kaiser"
0,1,0,"PA","White","$75,000+","Male","45-64","postgraduate","July","2012","Kaiser"
NA,0,1,"TX","White","less than $20,000","Male","45-64","high school graduate","July","2012","Kaiser"
1,0,1,"NY","White","$75,000+","Male","45-64","college graduate","July","2012","Kaiser"
1,0,NA,"TX","Black","$75,000+","Male","65+","some college","July","2012","Kaiser"
0,NA,0,"LA","White",NA,"Male","30-44","high school graduate","July","2012","Kaiser"
0,0,1,"TX","White","$75,000+","Male","45-64","some college","July","2012","Kaiser"
0,0,NA,"OK","White","$40,000-$75,000","Female","45-64","some college","July","2012","Kaiser"
1,0,1,"WI",NA,NA,"Female","65+","high school graduate","July","2012","Kaiser"
0,1,0,"IN","White","$75,000+","Male","45-64","some college","July","2012","Kaiser"
0,0,NA,"IL","White","less than $20,000","Male","65+","high school graduate","July","2012","Kaiser"
NA,0,1,"OH","Black","less than $20,000","Female","45-64","high school graduate","July","2012","Kaiser"
1,0,1,"VA","White","$75,000+","Female","45-64","college graduate","July","2012","Kaiser"
0,1,0,"GA","White",NA,"Female","65+","some college","July","2012","Kaiser"
1,0,0,"WI","White","$40,000-$75,000","Female","45-64","college graduate","July","2012","Kaiser"
NA,0,1,"FL","White","$75,000+","Female","45-64","some college","July","2012","Kaiser"
0,1,0,"UT","White","$75,000+","Male","45-64","postgraduate","July","2012","Kaiser"
NA,1,NA,"GA","White",NA,"Female","30-44","postgraduate","July","2012","Kaiser"
1,0,1,"AZ","White","$40,000-$75,000","Female","30-44","postgraduate","July","2012","Kaiser"
0,0,NA,"NV","Other","$20,000-$40,000","Female","65+",NA,"July","2012","Kaiser"
0,0,1,"CA","White","$40,000-$75,000","Female","45-64","high school graduate","July","2012","Kaiser"
1,0,1,"KS","Black","$20,000-$40,000","Female","45-64","college graduate","July","2012","Kaiser"
0,1,0,"CA","White","$75,000+","Male","65+","postgraduate","July","2012","Kaiser"
0,0,0,"IA","White","$75,000+","Male","45-64","college graduate","July","2012","Kaiser"
0,NA,NA,"KS","White",NA,"Male","30-44","college graduate","July","2012","Kaiser"
0,0,0,"MN","White","$40,000-$75,000","Female","45-64","college graduate","July","2012","Kaiser"
1,0,1,"PA","White",NA,"Female","45-64","high school graduate","July","2012","Kaiser"
1,0,NA,"MA","Other","$75,000+","Female","65+","postgraduate","July","2012","Kaiser"
1,0,1,"HI","Other","$20,000-$40,000","Female","65+","some college","July","2012","Kaiser"
0,NA,1,"HI","White","$20,000-$40,000","Female","65+","postgraduate","July","2012","Kaiser"
0,1,1,"AL","White","$40,000-$75,000","Female","30-44","some college","July","2012","Kaiser"
0,1,0,"MO","White","$40,000-$75,000","Female","45-64","high school graduate","July","2012","Kaiser"
1,0,0,"HI","White","$40,000-$75,000","Female","45-64","postgraduate","July","2012","Kaiser"
NA,0,0,"CA","White","$75,000+","Female","45-64","postgraduate","July","2012","Kaiser"
0,1,0,"WA","White",NA,"Female","65+","postgraduate","July","2012","Kaiser"
1,0,0,"CA","Hispanic","$20,000-$40,000","Female","18-29","less than a high school education","July","2012","Kaiser"
NA,0,0,"CA","White","$20,000-$40,000","Female","65+","less than a high school education","July","2012","Kaiser"
0,1,0,"MO","White","$75,000+","Female","65+","college graduate","July","2012","Kaiser"
1,0,0,"MN","White","$40,000-$75,000","Female","18-29","high school graduate","July","2012","Kaiser"
1,0,1,"CA","White","$40,000-$75,000","Female","65+","college graduate","July","2012","Kaiser"
0,1,0,"CA","White","$75,000+","Female","45-64","some college","July","2012","Kaiser"
0,0,0,"AZ","White","$40,000-$75,000","Female","45-64","some college","July","2012","Kaiser"
0,0,NA,"ID","White","less than $20,000","Female","45-64","some college","July","2012","Kaiser"
0,0,0,"CO","White","$40,000-$75,000","Male","45-64","high school graduate","July","2012","Kaiser"
0,NA,0,"CO","White","$40,000-$75,000","Male","18-29","some college","July","2012","Kaiser"
1,NA,NA,"CA","White","less than $20,000","Female","65+","high school graduate","July","2012","Kaiser"
NA,0,0,"CA","Other","$20,000-$40,000","Female","45-64","some college","July","2012","Kaiser"
