"aca.fav","exp.medicaid","state","race","income","sex","age","education","month","year","polling.org"
0,0,"OR","White",NA,"Female","65+","high school graduate","March","2013","Kaiser"
NA,0,"WA","White","less than $20,000","Female","45-64","high school graduate","March","2013","Kaiser"
NA,0,"AZ","White","$75,000+","Male","30-44","college graduate","March","2013","Kaiser"
1,1,"ID","White","less than $20,000","Female","45-64","some college","March","2013","Kaiser"
0,1,"WA","White","$20,000-$40,000","Male","18-29","some college","March","2013","Kaiser"
1,1,"NV","Hispanic","less than $20,000","Male","30-44","high school graduate","March","2013","Kaiser"
1,1,"CA","White","$75,000+","Female","30-44","college graduate","March","2013","Kaiser"
0,NA,"CA","White","$40,000-$75,000","Male","65+","postgraduate","March","2013","Kaiser"
NA,0,"CA","Black","$40,000-$75,000","Male","30-44","some college","March","2013","Kaiser"
NA,0,"CO","White","$40,000-$75,000","Male","30-44","some college","March","2013","Kaiser"
1,1,"AK","White","$40,000-$75,000","Female","45-64","some college","March","2013","Kaiser"
NA,0,"CA","Hispanic","less than $20,000","Male","18-29","high school graduate","March","2013","Kaiser"
0,0,"OR","White","$40,000-$75,000","Female","45-64","some college","March","2013","Kaiser"
0,1,"CA","White","$75,000+","Male","45-64","postgraduate","March","2013","Kaiser"
NA,1,"MT","White","less than $20,000","Female","30-44","high school graduate","March","2013","Kaiser"
NA,1,"CA","Hispanic","less than $20,000","Female","45-64","less than a high school education","March","2013","Kaiser"
1,1,"AZ","White","$40,000-$75,000","Male","18-29","postgraduate","March","2013","Kaiser"
0,0,"CO","White","$75,000+","Male","45-64","high school graduate","March","2013","Kaiser"
1,1,"UT","White","$75,000+","Female","30-44","some college","March","2013","Kaiser"
0,1,"MO","White","$40,000-$75,000","Male","45-64","some college","March","2013","Kaiser"
NA,1,"WA","White","$20,000-$40,000","Female","30-44","some college","March","2013","Kaiser"
1,1,"ID","White","less than $20,000","Male","18-29","less than a high school education","March","2013","Kaiser"
1,0,"CA","Hispanic","less than $20,000","Female","30-44","less than a high school education","March","2013","Kaiser"
0,0,"FL","White","$75,000+","Male","45-64","postgraduate","March","2013","Kaiser"
1,1,"NY","White",NA,"Male","18-29","some college","March","2013","Kaiser"
0,NA,"TN","White","less than $20,000","Male","30-44","high school graduate","March","2013","Kaiser"
0,0,"AL","White","$75,000+","Male","30-44","college graduate","March","2013","Kaiser"
0,0,"NY","White","$20,000-$40,000","Male","18-29","high school graduate","March","2013","Kaiser"
0,0,"NY","White","less than $20,000","Female","18-29","postgraduate","March","2013","Kaiser"
1,NA,"AL","White","$40,000-$75,000","Male","18-29","high school graduate","March","2013","Kaiser"
NA,1,"FL","Hispanic","$20,000-$40,000","Male","65+","less than a high school education","March","2013","Kaiser"
0,0,"FL","Black","$75,000+","Male","30-44","some college","March","2013","Kaiser"
NA,NA,"PA",NA,NA,"Male",NA,NA,"March","2013","Kaiser"
NA,NA,"GA","White","less than $20,000","Female","65+","some college","March","2013","Kaiser"
1,0,"IN","White","$75,000+","Male","18-29","some college","March","2013","Kaiser"
1,1,"PA","White","$40,000-$75,000","Male","18-29","college graduate","March","2013","Kaiser"
0,0,"CA","White","$40,000-$75,000","Female","45-64","postgraduate","March","2013","Kaiser"
1,0,"IN","White","$20,000-$40,000","Female","65+","some college","March","2013","Kaiser"
0,0,"PA","White","$75,000+","Female","45-64","high school graduate","March","2013","Kaiser"
1,0,"OH","White","$20,000-$40,000","Female","45-64","some college","March","2013","Kaiser"
1,1,"TX","White","$20,000-$40,000","Female","30-44","college graduate","March","2013","Kaiser"
0,1,"NY","Other","$75,000+","Female","30-44","some college","March","2013","Kaiser"
1,1,"IL","Black","$75,000+","Female","30-44","postgraduate","March","2013","Kaiser"
1,1,"OK","Black","$20,000-$40,000","Female","30-44","college graduate","March","2013","Kaiser"
0,1,"TX","Black","less than $20,000","Female","30-44","some college","March","2013","Kaiser"
1,1,"MS","Black","$75,000+","Male","30-44","postgraduate","March","2013","Kaiser"
1,1,"FL","Hispanic","$20,000-$40,000","Female","18-29","some college","March","2013","Kaiser"
0,1,"NC","White","$20,000-$40,000","Female","65+","some college","March","2013","Kaiser"
0,0,"MO","White","$20,000-$40,000","Male","45-64","high school graduate","March","2013","Kaiser"
NA,1,"TN","Black","less than $20,000","Male","45-64","high school graduate","March","2013","Kaiser"
1,1,"GA","White","$75,000+","Female","18-29","some college","March","2013","Kaiser"
0,0,"TX","White","$75,000+","Female","65+","college graduate","March","2013","Kaiser"
1,1,"NY","Black","$40,000-$75,000","Female","30-44","some college","March","2013","Kaiser"
0,0,"MA","White","$75,000+","Female","30-44","postgraduate","March","2013","Kaiser"
0,NA,"TN","White","$20,000-$40,000","Female","30-44","some college","March","2013","Kaiser"
1,1,"TX","Black","$75,000+","Male","45-64","high school graduate","March","2013","Kaiser"
1,1,"TX","Hispanic","$20,000-$40,000","Female","18-29","high school graduate","March","2013","Kaiser"
0,0,"KY","White",NA,"Male","45-64","high school graduate","March","2013","Kaiser"
0,0,"IN","White","less than $20,000","Female","18-29","high school graduate","March","2013","Kaiser"
0,0,"UT","White",NA,"Female","45-64","some college","March","2013","Kaiser"
0,1,"AZ","Other","$20,000-$40,000","Female","30-44","some college","March","2013","Kaiser"
0,0,"MT","White",NA,"Female","45-64","some college","March","2013","Kaiser"
NA,1,"NJ","Hispanic","$20,000-$40,000","Male","18-29","less than a high school education","March","2013","Kaiser"
0,1,"VA","White","less than $20,000","Male","30-44","high school graduate","March","2013","Kaiser"
0,0,"WV","White","$40,000-$75,000","Male","45-64","high school graduate","March","2013","Kaiser"
0,0,"TX","Hispanic","$40,000-$75,000","Male","18-29","some college","March","2013","Kaiser"
0,0,"TN","White","$75,000+","Female","30-44","some college","March","2013","Kaiser"
1,1,"IL","Black","$75,000+","Male","45-64","postgraduate","March","2013","Kaiser"
1,1,"FL","Black","$75,000+","Male","30-44","college graduate","March","2013","Kaiser"
1,1,"TN","White","$75,000+","Female","30-44","college graduate","March","2013","Kaiser"
1,1,"AZ","White","$40,000-$75,000","Female","45-64","some college","March","2013","Kaiser"
1,0,"CA","Hispanic","$75,000+","Male","30-44","some college","March","2013","Kaiser"
NA,1,"NJ","Hispanic","less than $20,000","Female","45-64","some college","March","2013","Kaiser"
0,0,"TX","White","$20,000-$40,000","Male","30-44","some college","March","2013","Kaiser"
1,1,"CA","Other","$40,000-$75,000","Male","18-29","some college","March","2013","Kaiser"
0,0,"NY","White","$40,000-$75,000","Male","30-44","college graduate","March","2013","Kaiser"
0,0,"ID","White","$20,000-$40,000","Male","18-29","college graduate","March","2013","Kaiser"
1,1,"VA","Black","$40,000-$75,000","Male","65+","college graduate","March","2013","Kaiser"
0,1,"CT","White","$40,000-$75,000","Female","18-29","high school graduate","March","2013","Kaiser"
0,0,"MO","Hispanic","$75,000+","Male","30-44","college graduate","March","2013","Kaiser"
1,0,"MN","White","$75,000+","Male","30-44","college graduate","March","2013","Kaiser"
NA,1,"TX","Black","$40,000-$75,000","Female","30-44","college graduate","March","2013","Kaiser"
0,0,"CO","White","$40,000-$75,000","Female","45-64","some college","March","2013","Kaiser"
0,NA,"AR","White","$40,000-$75,000","Male","65+","college graduate","March","2013","Kaiser"
0,1,"MN","White",NA,"Male","65+","some college","March","2013","Kaiser"
1,1,"CA","Hispanic","less than $20,000","Male","45-64","high school graduate","March","2013","Kaiser"
0,0,"TX","White","$40,000-$75,000","Female","45-64","college graduate","March","2013","Kaiser"
1,0,"WI","White",NA,"Male","65+","high school graduate","March","2013","Kaiser"
NA,1,"TX","Black","less than $20,000","Male","18-29","less than a high school education","March","2013","Kaiser"
1,1,"IL","White","$40,000-$75,000","Female","45-64","college graduate","March","2013","Kaiser"
1,1,"IA","White","$75,000+","Female","45-64","postgraduate","March","2013","Kaiser"
NA,0,"TN","White","less than $20,000","Female","65+","high school graduate","March","2013","Kaiser"
0,0,"CO","White","$75,000+","Male","45-64","postgraduate","March","2013","Kaiser"
NA,0,"AZ","Other","$20,000-$40,000","Female","45-64","some college","March","2013","Kaiser"
0,0,"NM","White","$75,000+","Male","65+","college graduate","March","2013","Kaiser"
0,0,"CA","White","$75,000+","Female","45-64","some college","March","2013","Kaiser"
0,NA,"CA",NA,NA,"Male",NA,"college graduate","March","2013","Kaiser"
1,1,"CA","Hispanic","less than $20,000","Male","18-29","high school graduate","March","2013","Kaiser"
1,1,"PA","White","$75,000+","Male","45-64","high school graduate","March","2013","Kaiser"
NA,0,"GA","White","less than $20,000","Female","45-64","high school graduate","March","2013","Kaiser"
0,0,"NY","White","$40,000-$75,000","Male","65+","some college","March","2013","Kaiser"
NA,1,"VA","Black","$75,000+","Male","30-44","postgraduate","March","2013","Kaiser"
0,1,"NC","White","$20,000-$40,000","Male","18-29","high school graduate","March","2013","Kaiser"
0,0,"KY","White","$75,000+","Male","18-29","college graduate","March","2013","Kaiser"
NA,1,"NC","White","less than $20,000","Female","45-64","some college","March","2013","Kaiser"
NA,0,"MN","White","$75,000+","Male","45-64","high school graduate","March","2013","Kaiser"
NA,1,"OH","White",NA,"Female","45-64","high school graduate","March","2013","Kaiser"
0,0,"NC","White",NA,"Female","65+","postgraduate","March","2013","Kaiser"
1,1,"FL","Hispanic","$40,000-$75,000","Male","45-64","some college","March","2013","Kaiser"
1,1,"NY","Hispanic","$75,000+","Male","45-64","postgraduate","March","2013","Kaiser"
0,0,"GA","White","$40,000-$75,000","Female","45-64","college graduate","March","2013","Kaiser"
0,0,"NC","White","less than $20,000","Male","45-64","high school graduate","March","2013","Kaiser"
1,1,"PA",NA,"less than $20,000","Male","45-64","high school graduate","March","2013","Kaiser"
NA,0,"NY","Other","$40,000-$75,000","Male","30-44","high school graduate","March","2013","Kaiser"
1,1,"MA","White","$75,000+","Female","45-64","postgraduate","March","2013","Kaiser"
NA,NA,"NC","White","$75,000+","Female","18-29","postgraduate","March","2013","Kaiser"
1,1,"SC","Black","$75,000+","Male","30-44","less than a high school education","March","2013","Kaiser"
0,1,"NC","White","$20,000-$40,000","Female","30-44","college graduate","March","2013","Kaiser"
1,1,"NY","White",NA,"Male","18-29","college graduate","March","2013","Kaiser"
NA,1,"CA","White","$75,000+","Female","30-44","college graduate","March","2013","Kaiser"
NA,NA,"IN","White",NA,"Female","18-29","some college","March","2013","Kaiser"
1,1,"FL","Other","$75,000+","Male","18-29","college graduate","March","2013","Kaiser"
0,NA,"SD","Other","$75,000+","Male","45-64","some college","March","2013","Kaiser"
NA,1,"IL","White","$40,000-$75,000","Female","45-64","some college","March","2013","Kaiser"
0,0,"WI","White","$40,000-$75,000","Male","45-64","high school graduate","March","2013","Kaiser"
0,0,"NE","White",NA,"Male","30-44","postgraduate","March","2013","Kaiser"
1,1,"MO","White","less than $20,000","Male","65+","some college","March","2013","Kaiser"
NA,1,"MO","White","$20,000-$40,000","Male","18-29","some college","March","2013","Kaiser"
1,0,"WI","White",NA,"Female","45-64","high school graduate","March","2013","Kaiser"
NA,0,"WI","White","$20,000-$40,000","Male","65+","high school graduate","March","2013","Kaiser"
0,1,"WI","White","$20,000-$40,000","Female","45-64","high school graduate","March","2013","Kaiser"
1,1,"PA","White","$75,000+","Female","30-44","college graduate","March","2013","Kaiser"
NA,0,"PA","Other","$75,000+","Male","45-64","postgraduate","March","2013","Kaiser"
1,1,"MN","White","$40,000-$75,000","Female","65+","postgraduate","March","2013","Kaiser"
1,1,"MI","White","$75,000+","Male","45-64","college graduate","March","2013","Kaiser"
0,0,"WA","White","$75,000+","Male","18-29","college graduate","March","2013","Kaiser"
1,1,"MN","Black","$75,000+","Male","45-64","college graduate","March","2013","Kaiser"
1,1,"NY","White","$75,000+","Female","30-44","college graduate","March","2013","Kaiser"
0,0,"MI","White",NA,"Male","45-64","college graduate","March","2013","Kaiser"
NA,1,"IL","White","$20,000-$40,000","Female","45-64","college graduate","March","2013","Kaiser"
0,0,"MN","White","$75,000+","Female","30-44","high school graduate","March","2013","Kaiser"
0,0,"ME","White","$40,000-$75,000","Female","45-64","college graduate","March","2013","Kaiser"
1,1,"NJ","White","$75,000+","Female","45-64","college graduate","March","2013","Kaiser"
0,1,"CA","White","less than $20,000","Male","45-64","some college","March","2013","Kaiser"
NA,0,"MO","Black","$20,000-$40,000","Female","18-29","some college","March","2013","Kaiser"
0,0,"CA",NA,"$40,000-$75,000","Female","45-64","college graduate","March","2013","Kaiser"
1,1,"CA","Other","$20,000-$40,000","Female","30-44","college graduate","March","2013","Kaiser"
0,0,"PA","White","$20,000-$40,000","Male","18-29","college graduate","March","2013","Kaiser"
0,0,"MO","White","$40,000-$75,000","Female","30-44","some college","March","2013","Kaiser"
0,0,"VA","White","$75,000+","Female","18-29","college graduate","March","2013","Kaiser"
1,1,"IL","White","$40,000-$75,000","Female","65+","some college","March","2013","Kaiser"
0,0,"NY","Black","$75,000+","Female","65+","some college","March","2013","Kaiser"
NA,1,"NY","Hispanic","$75,000+","Male","18-29","postgraduate","March","2013","Kaiser"
NA,1,"MI","White","less than $20,000","Female","30-44","high school graduate","March","2013","Kaiser"
0,0,"NY","White","$20,000-$40,000","Male","45-64","college graduate","March","2013","Kaiser"
0,0,"NV","White","$20,000-$40,000","Female","65+","college graduate","March","2013","Kaiser"
1,1,"OH","Other","$75,000+","Male","45-64","postgraduate","March","2013","Kaiser"
NA,0,"IL","White","$20,000-$40,000","Female","65+","high school graduate","March","2013","Kaiser"
1,1,"MA","White","$40,000-$75,000","Male","30-44","high school graduate","March","2013","Kaiser"
NA,0,"NY","White","$40,000-$75,000","Male","45-64","high school graduate","March","2013","Kaiser"
1,0,"PA","White","$75,000+","Male","30-44","postgraduate","March","2013","Kaiser"
1,1,"PA","White","$40,000-$75,000","Female","30-44","college graduate","March","2013","Kaiser"
1,0,"MA","White","$75,000+","Female","65+","postgraduate","March","2013","Kaiser"
NA,1,"FL","White","$75,000+","Male","30-44","college graduate","March","2013","Kaiser"
NA,1,"IN","Other","less than $20,000","Male","45-64","some college","March","2013","Kaiser"
NA,1,"PA","White","$40,000-$75,000","Female","18-29","less than a high school education","March","2013","Kaiser"
1,0,"CA","White","$75,000+","Male","30-44","some college","March","2013","Kaiser"
NA,0,"CA","Other",NA,"Female","18-29","some college","March","2013","Kaiser"
0,1,"CA","White",NA,"Male","65+","college graduate","March","2013","Kaiser"
0,1,"MN","White","$40,000-$75,000","Female","30-44","college graduate","March","2013","Kaiser"
1,NA,"KS","White","less than $20,000","Female","45-64","postgraduate","March","2013","Kaiser"
1,1,"PA","Hispanic","less than $20,000","Male","45-64","high school graduate","March","2013","Kaiser"
0,0,"NY",NA,"$20,000-$40,000","Male","30-44",NA,"March","2013","Kaiser"
0,0,"MD","Black",NA,"Male","45-64","high school graduate","March","2013","Kaiser"
1,0,"AL","White","$75,000+","Male","18-29","high school graduate","March","2013","Kaiser"
NA,1,"FL","Hispanic","less than $20,000","Male","18-29","less than a high school education","March","2013","Kaiser"
NA,0,"FL","White","$20,000-$40,000","Female","18-29","college graduate","March","2013","Kaiser"
0,0,"NC","White","less than $20,000","Female","18-29","college graduate","March","2013","Kaiser"
NA,1,"MI","Black","less than $20,000","Male","45-64","high school graduate","March","2013","Kaiser"
1,1,"GA","Black","$75,000+","Male","30-44","postgraduate","March","2013","Kaiser"
0,0,"AL","Other","$20,000-$40,000","Female","18-29","some college","March","2013","Kaiser"
1,1,"TN","White","less than $20,000","Male","45-64","some college","March","2013","Kaiser"
1,1,"LA","Black","$40,000-$75,000","Female","45-64","college graduate","March","2013","Kaiser"
1,1,"VA","White","$40,000-$75,000","Male","30-44","postgraduate","March","2013","Kaiser"
1,1,"VA","White","$75,000+","Male","65+","postgraduate","March","2013","Kaiser"
NA,0,"TN","White",NA,"Male","45-64",NA,"March","2013","Kaiser"
NA,1,"OK","White","$20,000-$40,000","Male","45-64","high school graduate","March","2013","Kaiser"
0,0,"AL","Black","less than $20,000","Female","45-64","high school graduate","March","2013","Kaiser"
1,1,"TN","White","$20,000-$40,000","Female","18-29","college graduate","March","2013","Kaiser"
1,1,"AR","Black","$20,000-$40,000","Female","30-44","some college","March","2013","Kaiser"
1,1,"KY","White","$75,000+","Male","30-44","postgraduate","March","2013","Kaiser"
0,0,"TX","White","$75,000+","Female","45-64","college graduate","March","2013","Kaiser"
0,0,"KY","White","$20,000-$40,000","Female","45-64","some college","March","2013","Kaiser"
1,1,"LA","White","$20,000-$40,000","Male","30-44","some college","March","2013","Kaiser"
1,0,"NC","White","$20,000-$40,000","Female","30-44","college graduate","March","2013","Kaiser"
1,1,"TX","White","$40,000-$75,000","Female","65+","some college","March","2013","Kaiser"
1,1,"TX","White","less than $20,000","Female","30-44","high school graduate","March","2013","Kaiser"
NA,1,"TN","White","less than $20,000","Female","45-64","high school graduate","March","2013","Kaiser"
0,0,"CT","White","$75,000+","Female","45-64","postgraduate","March","2013","Kaiser"
0,0,"MA","White","$75,000+","Female","45-64","college graduate","March","2013","Kaiser"
1,1,"WV","White","$20,000-$40,000","Male","45-64","postgraduate","March","2013","Kaiser"
0,1,"AR","White","less than $20,000","Male","65+","high school graduate","March","2013","Kaiser"
NA,1,"VA","White",NA,"Male","45-64","college graduate","March","2013","Kaiser"
0,0,"IN","White",NA,"Male","45-64","college graduate","March","2013","Kaiser"
0,0,"NV","White","$20,000-$40,000","Male","30-44","some college","March","2013","Kaiser"
1,1,"NC","Black",NA,"Male","30-44","some college","March","2013","Kaiser"
0,0,"TX","Hispanic","$75,000+","Male","30-44","college graduate","March","2013","Kaiser"
0,0,"TX","Hispanic","$75,000+","Female","30-44","some college","March","2013","Kaiser"
0,0,"CA","White","$75,000+","Female","18-29","college graduate","March","2013","Kaiser"
1,0,"FL","White","$40,000-$75,000","Female","30-44","postgraduate","March","2013","Kaiser"
NA,0,"WA","White","$20,000-$40,000","Female","65+","high school graduate","March","2013","Kaiser"
NA,1,"AZ","White","less than $20,000","Female","18-29","some college","March","2013","Kaiser"
NA,0,"FL","White","less than $20,000","Female","45-64","high school graduate","March","2013","Kaiser"
0,0,"CA","White","$75,000+","Male","45-64","college graduate","March","2013","Kaiser"
NA,1,"CA","Hispanic","$20,000-$40,000","Male","30-44","less than a high school education","March","2013","Kaiser"
NA,1,"TX","Black","less than $20,000","Female","45-64","less than a high school education","March","2013","Kaiser"
NA,1,"MD",NA,"$40,000-$75,000","Male","30-44","some college","March","2013","Kaiser"
0,1,"GA","Black","less than $20,000","Female","18-29","some college","March","2013","Kaiser"
0,0,"DE","White",NA,"Female","45-64","college graduate","March","2013","Kaiser"
0,0,"TX","White","$40,000-$75,000","Female","45-64","high school graduate","March","2013","Kaiser"
